chr	locA	locB	strand	gene_Symbol	score
chrX	21904030	21905576	+	l(1)G0196	0
chrX	21929864	21931227	+	CG17600	0
chrX	22243160	22246737	-	fog	0
chrX	22246594	22246737	-	fog	0
chrX	22267886	22269837	+	CG42346	0
chrX	22386431	22388404	-	stnB	0
chrX	22387140	22388404	-	stnB	0
chrX	22392003	22395839	-	stnB	0
chrXHet	9007	9671	+	CG2893	0
chrXHet	51924	57124	+	CG17167	0
chrXHet	65363	66324	-	CG17162	0
chrXHet	67532	69231	-	CG17159	0
chr2LHet	20542	21569	-	CG12567	0
